Query_ID,Subject_ID,Identity,Alignment Length,Mismatches
OFBKKLGO_03299_mrgA,sp|P37960|MRGA_BACSU Metalloregulation DNA-binding stress protein OS=Bacillus subtilis (strain 168) OX=224308 GN=mrgA PE=1 SV=2,74.5,153,39
OFBKKLGO_03301_cssR,sp|O32192|CSSR_BACSU Transcriptional regulatory protein CssR OS=Bacillus subtilis (strain 168) OX=224308 GN=cssR PE=1 SV=1,88.0,225,27
OFBKKLGO_03302_cssS,sp|O32193|CSSS_BACSU Sensor histidine kinase CssS OS=Bacillus subtilis (strain 168) OX=224308 GN=cssS PE=1 SV=2,86.3,451,62
OFBKKLGO_03303_yuzO,sp|O32302|YUZO_BACSU Uncharacterized protein YuzO OS=Bacillus subtilis (strain 168) OX=224308 GN=yuzO PE=1 SV=1,88.9,54,6
OFBKKLGO_03304_group_2319,sp|P40950|YUXN_BACSU Uncharacterized HTH-type transcriptional regulator YuxN OS=Bacillus subtilis (strain 168) OX=224308 GN=yuxN PE=4 SV=2,71.8,291,82
OFBKKLGO_03305_fumC,sp|P07343|FUMC_BACSU Fumarate hydratase class II OS=Bacillus subtilis (strain 168) OX=224308 GN=fumC PE=3 SV=2,93.1,462,32
OFBKKLGO_03306_group_16336,sp|C0H3R3|YVZF_BACSU Uncharacterized protein YvzF OS=Bacillus subtilis (strain 168) OX=224308 GN=yvzF PE=4 SV=1,82.0,61,11
OFBKKLGO_03307_gerAA,sp|P07868|GERAA_BACSU Spore germination protein A1 OS=Bacillus subtilis (strain 168) OX=224308 GN=gerAA PE=2 SV=3,77.7,479,107
OFBKKLGO_03310_liaR_2,sp|O32197|LIAR_BACSU Transcriptional regulatory protein LiaR OS=Bacillus subtilis (strain 168) OX=224308 GN=liaR PE=2 SV=1,92.3,209,15
OFBKKLGO_03311_liaS,sp|O32198|LIAS_BACSU Sensor histidine kinase LiaS OS=Bacillus subtilis (strain 168) OX=224308 GN=liaS PE=2 SV=1,80.3,360,71
OFBKKLGO_03312_liaF,sp|O32199|LIAF_BACSU Protein LiaF OS=Bacillus subtilis (strain 168) OX=224308 GN=liaF PE=2 SV=1,73.7,243,62
OFBKKLGO_03314_liaH,sp|O32201|LIAH_BACSU Protein LiaH OS=Bacillus subtilis (strain 168) OX=224308 GN=liaH PE=2 SV=1,77.3,225,51
OFBKKLGO_03315_liaI,sp|O32202|LIAI_BACSU Protein LiaI OS=Bacillus subtilis (strain 168) OX=224308 GN=liaI PE=2 SV=1,57.9,126,53
OFBKKLGO_03316_group_4933,sp|O32203|YVQJ_BACSU Uncharacterized MFS-type transporter YvqJ OS=Bacillus subtilis (strain 168) OX=224308 GN=yvqJ PE=3 SV=1,79.4,417,86
OFBKKLGO_03319_hmuU,sp|O34451|YVRB_BACSU Uncharacterized ABC transporter permease protein YvrB OS=Bacillus subtilis (strain 168) OX=224308 GN=yvrB PE=3 SV=1,76.8,353,77
OFBKKLGO_03320_btuF,sp|O34805|YVRC_BACSU Uncharacterized ABC transporter substrate-binding lipoprotein YvrC OS=Bacillus subtilis (strain 168) OX=224308 GN=yvrC PE=3 SV=1,74.1,316,76
OFBKKLGO_03321_fabG_5,sp|O34782|YVRD_BACSU Uncharacterized oxidoreductase YvrD OS=Bacillus subtilis (strain 168) OX=224308 GN=yvrD PE=3 SV=1,82.9,263,45
OFBKKLGO_03322_group_3848,sp|O34940|YVRE_BACSU Putative sugar lactone lactonase YvrE OS=Bacillus subtilis (strain 168) OX=224308 GN=yvrE PE=3 SV=1,78.3,290,63
OFBKKLGO_03323_rcsC_3,sp|O34989|YVRG_BACSU Sensor histidine kinase YvrG OS=Bacillus subtilis (strain 168) OX=224308 GN=yvrG PE=3 SV=2,72.1,580,162
OFBKKLGO_03324_sphR,sp|P94504|YVRH_BACSU Transcriptional regulatory protein YvrH OS=Bacillus subtilis (strain 168) OX=224308 GN=yvrH PE=3 SV=4,83.0,230,39
OFBKKLGO_03326_sigO,sp|O34843|SIGO_BACSU RNA polymerase sigma factor SigO OS=Bacillus subtilis (strain 168) OX=224308 GN=sigO PE=1 SV=2,78.3,175,38
OFBKKLGO_03327_yvrJ,sp|C0H3R5|YVRJ_BACSU Uncharacterized protein YvrJ OS=Bacillus subtilis (strain 168) OX=224308 GN=yvrJ PE=2 SV=1,88.0,50,6
OFBKKLGO_03328_oxdC_2,sp|O34714|OXDC_BACSU Oxalate decarboxylase OxdC OS=Bacillus subtilis (strain 168) OX=224308 GN=oxdC PE=1 SV=1,87.6,386,45
OFBKKLGO_03330_yusV_2,sp|P49938|FHUC_BACSU Iron(3+)-hydroxamate import ATP-binding protein FhuC OS=Bacillus subtilis (strain 168) OX=224308 GN=fhuC PE=3 SV=1,83.9,267,43
OFBKKLGO_03331_feuC_2,sp|P49937|FHUG_BACSU Iron(3+)-hydroxamate import system permease protein FhuG OS=Bacillus subtilis (strain 168) OX=224308 GN=fhuG PE=3 SV=1,81.8,336,61
OFBKKLGO_03333_fhuD,sp|P37580|FHUD_BACSU Iron(3+)-hydroxamate-binding protein FhuD OS=Bacillus subtilis (strain 168) OX=224308 GN=fhuD PE=1 SV=1,82.2,315,53
OFBKKLGO_03335_ydgI,sp|O32204|ARCD_BACSU Putative arginine/ornithine antiporter OS=Bacillus subtilis (strain 168) OX=224308 GN=yvsH PE=3 SV=1,89.1,469,51
OFBKKLGO_03337_sspJ,"sp|Q7WY58|SSPJ_BACSU Small, acid-soluble spore protein J OS=Bacillus subtilis (strain 168) OX=224308 GN=sspJ PE=1 SV=3",82.6,46,8
OFBKKLGO_03338_ydjM_2,sp|O32205|YVSG_BACSU Uncharacterized protein YvsG OS=Bacillus subtilis (strain 168) OX=224308 GN=yvsG PE=3 SV=1,83.5,158,26
OFBKKLGO_03340_group_3850,sp|O32207|YVGK_BACSU Uncharacterized protein YvgK OS=Bacillus subtilis (strain 168) OX=224308 GN=yvgK PE=4 SV=1,69.8,308,93
OFBKKLGO_03341_modA,sp|O32208|YVGL_BACSU Putative ABC transporter substrate-binding lipoprotein YvgL OS=Bacillus subtilis (strain 168) OX=224308 GN=yvgL PE=3 SV=1,74.8,254,61
OFBKKLGO_03342_modB,sp|O32209|YVGM_BACSU Putative molybdenum transport system permease protein YvgM OS=Bacillus subtilis (strain 168) OX=224308 GN=yvgM PE=3 SV=2,82.2,225,40
OFBKKLGO_03345_lnrL_5,sp|P94440|LNRL_BACSU Linearmycin resistance ATP-binding protein LnrL OS=Bacillus subtilis (strain 168) OX=224308 GN=lnrL PE=1 SV=2,46.9,311,163
OFBKKLGO_03348_yvgN,sp|O32210|GR_BACSU Glyoxal reductase OS=Bacillus subtilis (strain 168) OX=224308 GN=yvgN PE=1 SV=1,90.5,273,26
OFBKKLGO_03350_nhaK,"sp|A7Z8R4|NHAK_BACVZ Sodium, potassium, lithium and rubidium/H(+) antiporter OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=nhaK PE=3 SV=1",98.5,670,10
OFBKKLGO_03351_cysI,sp|A7Z8R5|CYSI_BACVZ Sulfite reductase [NADPH] hemoprotein beta-component OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=cysI PE=3 SV=1,97.5,571,14
OFBKKLGO_03352_cysJ,sp|O32214|CYSJ_BACSU Sulfite reductase [NADPH] flavoprotein alpha-component OS=Bacillus subtilis (strain 168) OX=224308 GN=cysJ PE=1 SV=1,78.2,605,129
OFBKKLGO_03354_group_3852,sp|O32216|YVGT_BACSU UPF0126 membrane protein YvgT OS=Bacillus subtilis (strain 168) OX=224308 GN=yvgT PE=3 SV=1,89.1,201,22
OFBKKLGO_03356_bdbC,sp|O32217|BDBC_BACSU Disulfide bond formation protein C OS=Bacillus subtilis (strain 168) OX=224308 GN=bdbC PE=1 SV=1,89.8,137,14
OFBKKLGO_03357_bdbD,sp|O32218|BDBD_BACSU Disulfide bond formation protein D OS=Bacillus subtilis (strain 168) OX=224308 GN=bdbD PE=1 SV=1,77.0,191,43
OFBKKLGO_03358_cadA,"sp|O32219|CADA_BACSU Cadmium, zinc and cobalt-transporting ATPase OS=Bacillus subtilis (strain 168) OX=224308 GN=cadA PE=1 SV=1",76.9,701,161
OFBKKLGO_03359_copA,sp|O32220|COPA_BACSU Copper-exporting P-type ATPase OS=Bacillus subtilis (strain 168) OX=224308 GN=copA PE=1 SV=2,79.0,806,165
OFBKKLGO_03360_copZ,sp|O32221|COPZ_BACSU Copper chaperone CopZ OS=Bacillus subtilis (strain 168) OX=224308 GN=copZ PE=1 SV=1,85.1,67,10
OFBKKLGO_03361_csoR,sp|O32222|CSOR_BACSU Copper-sensing transcriptional repressor CsoR OS=Bacillus subtilis (strain 168) OX=224308 GN=csoR PE=1 SV=1,84.5,97,15
OFBKKLGO_03362_iolW,sp|O32223|IOLW_BACSU scyllo-inositol 2-dehydrogenase (NADP(+)) IolW OS=Bacillus subtilis (strain 168) OX=224308 GN=iolW PE=1 SV=1,69.4,346,106
OFBKKLGO_03363_azoR2,sp|A7Z8S7|AZOR_BACVZ FMN-dependent NADH-azoreductase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=azoR PE=3 SV=1,99.5,211,1
OFBKKLGO_03367_tcyN,sp|O34900|TCYN_BACSU L-cystine import ATP-binding protein TcyN OS=Bacillus subtilis (strain 168) OX=224308 GN=tcyN PE=1 SV=1,81.9,259,47
OFBKKLGO_03368_tcyM,sp|O34931|TCYM_BACSU L-cystine transport system permease protein TcyM OS=Bacillus subtilis (strain 168) OX=224308 GN=tcyM PE=1 SV=1,75.5,233,57
OFBKKLGO_03369_tcyL,sp|O34315|TCYL_BACSU L-cystine transport system permease protein TcyL OS=Bacillus subtilis (strain 168) OX=224308 GN=tcyL PE=1 SV=1,80.8,239,46
OFBKKLGO_03373_cmpR,sp|O35038|YTLI_BACSU HTH-type transcriptional regulator YtlI OS=Bacillus subtilis (strain 168) OX=224308 GN=ytlI PE=3 SV=1,73.0,293,79
OFBKKLGO_03374_baiA,sp|O32229|YVAG_BACSU Uncharacterized oxidoreductase YvaG OS=Bacillus subtilis (strain 168) OX=224308 GN=yvaG PE=3 SV=1,84.0,263,42
OFBKKLGO_03376_smpB,sp|A7Z8U4|SSRP_BACVZ SsrA-binding protein OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=smpB PE=3 SV=1,100.0,156,0
OFBKKLGO_03378_est,sp|O32232|EST_BACSU Carboxylesterase OS=Bacillus subtilis (strain 168) OX=224308 GN=est PE=2 SV=2,95.1,246,12
OFBKKLGO_03379_secG,sp|O32233|SECG_BACSU Probable protein-export membrane protein SecG OS=Bacillus subtilis (strain 168) OX=224308 GN=secG PE=2 SV=1,94.7,75,4
OFBKKLGO_03380_group_15994,sp|O32235|YVZC_BACSU Uncharacterized HTH-type transcriptional regulator YvzC OS=Bacillus subtilis (strain 168) OX=224308 GN=yvzC PE=4 SV=1,94.7,75,4
OFBKKLGO_03381_rghR_1,sp|O32236|RGHR_BACSU HTH-type transcriptional repressor RghR OS=Bacillus subtilis (strain 168) OX=224308 GN=rghR PE=1 SV=1,72.6,135,37
OFBKKLGO_03382_rghR_2,sp|O32237|RGHRB_BACSU Uncharacterized HTH-type transcriptional regulator RghRB OS=Bacillus subtilis (strain 168) OX=224308 GN=rghRB PE=4 SV=1,74.8,139,35
OFBKKLGO_03383_yodB_2,sp|O32238|YVAP_BACSU Uncharacterized HTH-type transcriptional regulator YvaP OS=Bacillus subtilis (strain 168) OX=224308 GN=yvaP PE=4 SV=2,89.5,105,11
OFBKKLGO_03390_opuBC,sp|Q45462|OPUBC_BACSU Choline-binding protein OS=Bacillus subtilis (strain 168) OX=224308 GN=opuBC PE=1 SV=2,78.4,305,66
OFBKKLGO_03391_opuCB_1,sp|O34878|OPUCB_BACSU Glycine betaine/carnitine/choline transport system permease protein OpuCB OS=Bacillus subtilis (strain 168) OX=224308 GN=opuCB PE=1 SV=1,82.5,217,38
OFBKKLGO_03392_opuBA,sp|Q45460|OPUBA_BACSU Choline transport ATP-binding protein OpuBA OS=Bacillus subtilis (strain 168) OX=224308 GN=opuBA PE=2 SV=2,84.5,381,59
OFBKKLGO_03393_opcR_2,sp|C0SPB8|YVAV_BACSU Putative HTH-type transcriptional regulator YvaV OS=Bacillus subtilis (strain 168) OX=224308 GN=yvaV PE=3 SV=1,76.8,177,41
OFBKKLGO_03394_opuCD_2,sp|O34742|OPUCD_BACSU Glycine betaine/carnitine/choline transport system permease protein OpuCD OS=Bacillus subtilis (strain 168) OX=224308 GN=opuCD PE=1 SV=1,96.3,216,8
OFBKKLGO_03395_opuCC,sp|O32243|OPUCC_BACSU Glycine betaine/carnitine/choline-binding protein OpuCC OS=Bacillus subtilis (strain 168) OX=224308 GN=opuCC PE=1 SV=1,84.1,301,48
OFBKKLGO_03396_opuCB_2,sp|O34878|OPUCB_BACSU Glycine betaine/carnitine/choline transport system permease protein OpuCB OS=Bacillus subtilis (strain 168) OX=224308 GN=opuCB PE=1 SV=1,92.6,217,16
OFBKKLGO_03397_opuCA,sp|O34992|OPUCA_BACSU Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA OS=Bacillus subtilis (strain 168) OX=224308 GN=opuCA PE=1 SV=1,91.3,379,32
OFBKKLGO_03398_opcR_3,sp|O34709|OPCR_BACSU HTH-type transcriptional repressor OpcR OS=Bacillus subtilis (strain 168) OX=224308 GN=opcR PE=1 SV=1,81.3,182,34
OFBKKLGO_03399_group_3859,sp|O32244|YVBG_BACSU UPF0056 membrane protein YvbG OS=Bacillus subtilis (strain 168) OX=224308 GN=yvbG PE=3 SV=1,87.1,210,27
OFBKKLGO_03401_group_1271,sp|O32247|YVBJ_BACSU Uncharacterized membrane protein YvbJ OS=Bacillus subtilis (strain 168) OX=224308 GN=yvbJ PE=4 SV=1,64.1,557,191
OFBKKLGO_03413_eno,sp|A7Z8Y1|ENO_BACVZ Enolase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=eno PE=3 SV=1,100.0,430,0
OFBKKLGO_03414_gpmI,"sp|A7Z8Y2|GPMI_BACVZ 2,3-bisphosphoglycerate-independent phosphoglycerate mutase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=gpmI PE=3 SV=1",99.4,511,3
OFBKKLGO_03415_tpiA,sp|A7Z8Y3|TPIS_BACVZ Triosephosphate isomerase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=tpiA PE=3 SV=1,99.2,253,2
OFBKKLGO_03416_pgk,sp|P40924|PGK_BACSU Phosphoglycerate kinase OS=Bacillus subtilis (strain 168) OX=224308 GN=pgk PE=1 SV=3,98.2,394,7
OFBKKLGO_03417_gapA,sp|P09124|G3P1_BACSU Glyceraldehyde-3-phosphate dehydrogenase 1 OS=Bacillus subtilis (strain 168) OX=224308 GN=gapA PE=1 SV=2,97.6,335,8
OFBKKLGO_03418_cggR,sp|O32253|CGGR_BACSU Central glycolytic genes regulator OS=Bacillus subtilis (strain 168) OX=224308 GN=cggR PE=1 SV=1,95.0,339,17
OFBKKLGO_03420_araE,sp|P96710|ARAE_BACSU Arabinose-proton symporter OS=Bacillus subtilis (strain 168) OX=224308 GN=araE PE=2 SV=2,89.0,464,51
OFBKKLGO_03421_araR,sp|P96711|ARAR_BACSU Arabinose metabolism transcriptional repressor OS=Bacillus subtilis (strain 168) OX=224308 GN=araR PE=1 SV=3,84.3,362,57
OFBKKLGO_03422_group_6507,sp|O32254|YVBT_BACSU Uncharacterized protein YvbT OS=Bacillus subtilis (strain 168) OX=224308 GN=yvbT PE=4 SV=1,91.6,332,28
OFBKKLGO_03424_eamA,sp|O32256|YVBV_BACSU Uncharacterized transporter YvbV OS=Bacillus subtilis (strain 168) OX=224308 GN=yvbV PE=3 SV=1,81.3,304,57
OFBKKLGO_03425_yvbW,sp|O32257|YVBW_BACSU Uncharacterized amino acid permease YvbW OS=Bacillus subtilis (strain 168) OX=224308 GN=yvbW PE=2 SV=1,87.2,446,57
OFBKKLGO_03429_xylB_2,sp|P12011|GNTK_BACSU Gluconokinase OS=Bacillus subtilis (strain 168) OX=224308 GN=gntK PE=3 SV=1,54.3,508,227
OFBKKLGO_03430_idnT,sp|Q9ZIJ1|GNUT_PSEAE Gluconate permease OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=gnuT PE=3 SV=1,53.1,424,199
OFBKKLGO_03432_lutB,sp|A7Z901|LUTB_BACVZ Lactate utilization protein B OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=lutB PE=3 SV=2,97.5,476,12
OFBKKLGO_03433_lutA_2,sp|A7Z902|LUTA_BACVZ Lactate utilization protein A OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=lutA PE=3 SV=1,97.1,238,7
OFBKKLGO_03435_lutR,sp|O07007|LUTR_BACSU HTH-type transcriptional regulator LutR OS=Bacillus subtilis (strain 168) OX=224308 GN=lutR PE=1 SV=1,82.0,217,39
OFBKKLGO_03436_lutP,sp|P71067|LUTP_BACSU L-lactate permease OS=Bacillus subtilis (strain 168) OX=224308 GN=lutP PE=1 SV=2,84.0,563,85
OFBKKLGO_03438_yvfG,sp|P71066|YVFG_BACSU Uncharacterized protein YvfG OS=Bacillus subtilis (strain 168) OX=224308 GN=yvfG PE=1 SV=1,90.3,72,7
OFBKKLGO_03440_epsN,sp|Q795J3|EPSN_BACSU Putative pyridoxal phosphate-dependent aminotransferase EpsN OS=Bacillus subtilis (strain 168) OX=224308 GN=epsN PE=2 SV=1,75.1,386,96
OFBKKLGO_03443_epsK,sp|P71060|EPSK_BACSU Uncharacterized membrane protein EpsK OS=Bacillus subtilis (strain 168) OX=224308 GN=epsK PE=2 SV=2,77.4,505,114
OFBKKLGO_03446_epsH,sp|P71057|EPSH_BACSU Putative glycosyltransferase EpsH OS=Bacillus subtilis (strain 168) OX=224308 GN=epsH PE=2 SV=1,70.1,345,102
OFBKKLGO_03447_epsG,sp|P71056|EPSG_BACSU Transmembrane protein EpsG OS=Bacillus subtilis (strain 168) OX=224308 GN=epsG PE=2 SV=1,86.4,367,50
OFBKKLGO_03449_epsE,sp|P71054|EPSE_BACSU Putative glycosyltransferase EpsE OS=Bacillus subtilis (strain 168) OX=224308 GN=epsE PE=2 SV=2,83.2,280,45
OFBKKLGO_03450_epsD,sp|P71053|EPSD_BACSU Putative glycosyltransferase EpsD OS=Bacillus subtilis (strain 168) OX=224308 GN=epsD PE=2 SV=1,73.8,381,98
OFBKKLGO_03451_pglF,sp|P71052|EPSC_BACSU Probable polysaccharide biosynthesis protein EpsC OS=Bacillus subtilis (strain 168) OX=224308 GN=epsC PE=3 SV=1,81.6,597,110
OFBKKLGO_03453_yveL,sp|P71051|YVEL_BACSU Putative tyrosine-protein kinase YveL OS=Bacillus subtilis (strain 168) OX=224308 GN=yveL PE=1 SV=2,88.4,225,25
OFBKKLGO_03454_ywqC_1,sp|P71050|YVEK_BACSU Uncharacterized protein YveK OS=Bacillus subtilis (strain 168) OX=224308 GN=yveK PE=3 SV=1,64.7,235,82
OFBKKLGO_03455_group_6519,sp|P71049|SLRR_BACSU HTH-type transcriptional regulator SlrR OS=Bacillus subtilis (strain 168) OX=224308 GN=slrR PE=4 SV=1,78.7,150,31
OFBKKLGO_03463_padC,sp|O07006|PADC_BACSU Phenolic acid decarboxylase PadC OS=Bacillus subtilis (strain 168) OX=224308 GN=padC PE=1 SV=1,91.3,161,14
OFBKKLGO_03471_rafB,sp|P96517|MELY_ENTCC Melibiose permease OS=Enterobacter cloacae subsp. cloacae (strain ATCC 13047 / DSM 30054 / NBRC 13535 / NCDC 279-56) OX=716541 GN=melY PE=1 SV=1,43.1,392,217
OFBKKLGO_03472_degA,sp|P43472|SCRR_PEDPE Sucrose operon repressor OS=Pediococcus pentosaceus OX=1255 GN=scrR PE=3 SV=1,43.3,330,175
OFBKKLGO_03473_clpP,sp|A7Z939|CLPP_BACVZ ATP-dependent Clp protease proteolytic subunit OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=clpP PE=3 SV=1,100.0,198,0
OFBKKLGO_03479_group_2342,sp|O32263|YVDC_BACSU Uncharacterized protein YvdC OS=Bacillus subtilis (strain 168) OX=224308 GN=yvdC PE=4 SV=1,80.8,104,20
OFBKKLGO_03480_dauA_2,sp|O06984|YVDB_BACSU Putative sulfate transporter YvdB OS=Bacillus subtilis (strain 168) OX=224308 GN=yvdB PE=3 SV=1,80.9,530,100
OFBKKLGO_03481_csh_2,sp|O06983|YVDA_BACSU Putative carbonic anhydrase YvdA OS=Bacillus subtilis (strain 168) OX=224308 GN=yvdA PE=3 SV=1,82.4,187,33
OFBKKLGO_03482_ghrB,sp|O32264|TKRA_BACSU Probable 2-ketogluconate reductase OS=Bacillus subtilis (strain 168) OX=224308 GN=yvcT PE=3 SV=1,79.3,324,64
OFBKKLGO_03483_group_2982,sp|P00648|RNBR_BACAM Ribonuclease OS=Bacillus amyloliquefaciens OX=1390 PE=1 SV=2,99.4,157,1
OFBKKLGO_03485_crh,sp|O06976|CRH_BACSU HPr-like protein Crh OS=Bacillus subtilis (strain 168) OX=224308 GN=crh PE=1 SV=1,94.1,85,5
OFBKKLGO_03488_yvcJ,sp|A7Z953|Y3199_BACVZ Nucleotide-binding protein RBAM_031990 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=RBAM_031990 PE=3 SV=1,99.3,295,2
OFBKKLGO_03489_mutX,sp|O06972|YVCI_BACSU Uncharacterized Nudix hydrolase YvcI OS=Bacillus subtilis (strain 168) OX=224308 GN=yvcI PE=3 SV=1,88.4,155,18
OFBKKLGO_03490_trxB,sp|P80880|TRXB_BACSU Thioredoxin reductase OS=Bacillus subtilis (strain 168) OX=224308 GN=trxB PE=1 SV=3,94.6,314,17
OFBKKLGO_03494_hssR,sp|Q49ZT8|HSSR_STAS1 Heme response regulator HssR OS=Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41) OX=342451 GN=hssR PE=3 SV=1,47.7,220,114
OFBKKLGO_03495_bmrA,sp|O06967|BMRA_BACSU Multidrug resistance ABC transporter ATP-binding/permease protein BmrA OS=Bacillus subtilis (strain 168) OX=224308 GN=bmrA PE=1 SV=1,86.4,588,80
OFBKKLGO_03496_hisI,sp|O34912|HIS2_BACSU Histidine biosynthesis bifunctional protein HisIE OS=Bacillus subtilis (strain 168) OX=224308 GN=hisI PE=3 SV=1,86.1,208,27
OFBKKLGO_03497_hisF,sp|A7Z962|HIS6_BACVZ Imidazole glycerol phosphate synthase subunit HisF OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=hisF PE=3 SV=1,98.4,252,4
OFBKKLGO_03498_priA_2,sp|A7Z963|HIS4_BACVZ 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=hisA PE=3 SV=1,95.9,245,10
OFBKKLGO_03499_hisH,sp|A7Z964|HIS5_BACVZ Imidazole glycerol phosphate synthase subunit HisH OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=hisH PE=3 SV=1,93.9,212,13
OFBKKLGO_03500_hisB,sp|A7Z965|HIS7_BACVZ Imidazoleglycerol-phosphate dehydratase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=hisB PE=3 SV=1,97.9,194,4
OFBKKLGO_03501_hisD,sp|O34651|HISX_BACSU Histidinol dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=hisD PE=3 SV=1,81.5,421,78
OFBKKLGO_03502_hisG,sp|A7Z967|HIS1_BACVZ ATP phosphoribosyltransferase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=hisG PE=3 SV=1,98.1,213,4
OFBKKLGO_03503_hisZ,sp|A7Z968|HISZ_BACVZ ATP phosphoribosyltransferase regulatory subunit OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=hisZ PE=3 SV=1,93.6,388,25
OFBKKLGO_03504_group_3879,sp|O34735|YVPB_BACSU Uncharacterized protein YvpB OS=Bacillus subtilis (strain 168) OX=224308 GN=yvpB PE=3 SV=1,69.5,249,67
OFBKKLGO_03505_dapH_2,sp|O34993|YVOF_BACSU Putative acetyltransferase YvoF OS=Bacillus subtilis (strain 168) OX=224308 GN=yvoF PE=3 SV=1,80.2,172,34
OFBKKLGO_03506_ppaX_2,sp|A7Z971|PPAX_BACVZ Pyrophosphatase PpaX OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=ppaX PE=3 SV=1,97.2,216,6
OFBKKLGO_03507_lgt,sp|A7Z972|LGT_BACVZ Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=lgt PE=3 SV=1,98.2,271,5
OFBKKLGO_03508_hprK,sp|A7Z973|HPRK_BACVZ HPr kinase/phosphorylase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=hprK PE=3 SV=1,99.0,310,3
OFBKKLGO_03510_nagB,sp|A7Z975|NAGB_BACVZ Glucosamine-6-phosphate deaminase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=nagB PE=3 SV=1,95.9,241,10
OFBKKLGO_03511_nagR_2,sp|O34817|NAGR_BACSU HTH-type transcriptional repressor NagR OS=Bacillus subtilis (strain 168) OX=224308 GN=nagR PE=1 SV=1,80.2,242,48
OFBKKLGO_03514_group_6527,sp|O34648|YVLD_BACSU Uncharacterized membrane protein YvlD OS=Bacillus subtilis (strain 168) OX=224308 GN=yvlD PE=3 SV=1,87.4,119,15
OFBKKLGO_03515_group_4955,sp|O34719|YVLC_BACSU Uncharacterized membrane protein YvlC OS=Bacillus subtilis (strain 168) OX=224308 GN=yvlC PE=4 SV=1,67.7,65,20
OFBKKLGO_03516_group_6528,sp|O34628|YVLB_BACSU Uncharacterized protein YvlB OS=Bacillus subtilis (strain 168) OX=224308 GN=yvlB PE=4 SV=1,83.0,365,62
OFBKKLGO_03517_group_4956,sp|O34322|YVLA_BACSU Uncharacterized protein YvlA OS=Bacillus subtilis (strain 168) OX=224308 GN=yvlA PE=4 SV=1,63.2,106,39
OFBKKLGO_03519_uvrA,sp|O34863|UVRA_BACSU UvrABC system protein A OS=Bacillus subtilis (strain 168) OX=224308 GN=uvrA PE=3 SV=1,94.1,957,56
OFBKKLGO_03520_uvrB,sp|A7Z985|UVRB_BACVZ UvrABC system protein B OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=uvrB PE=3 SV=1,99.4,661,4
OFBKKLGO_03521_csbA,sp|P37953|CSBA_BACSU Protein CsbA OS=Bacillus subtilis (strain 168) OX=224308 GN=csbA PE=2 SV=1,93.3,75,5
OFBKKLGO_03524_ribZ_2,sp|O34502|YVKA_BACSU Uncharacterized MFS-type transporter YvkA OS=Bacillus subtilis (strain 168) OX=224308 GN=yvkA PE=3 SV=1,86.0,442,62
